ID,OrderNumber,SupermarketName,SupermarketNumber,ItemNumber,ItemName,Specification,OrderAmount,OrderDate,EstDeliverDate,Contact,ContactNumber
1,20221108212642,SM1,SM001,F00048,ItemM,A,41,2022-11-08,2022-11-06  12:00:00,Dr.Xu,10086
2,20221108212642,SM1,SM001,F00092,ItemX,A,44,2022-11-08,2022-11-06  12:00:00,Dr.Xu,10086
3,20221108212642,SM1,SM001,F00035,ItemI,D,32,2022-11-08,2022-11-06  12:00:00,Dr.Xu,10086
4,20221108212642,SM1,SM001,F00067,ItemQ,D,42,2022-11-08,2022-11-06  12:00:00,Dr.Xu,10086
5,20221108212642,SM1,SM001,F00074,ItemS,C,42,2022-11-08,2022-11-06  12:00:00,Dr.Xu,10086
6,20221108212642,SM1,SM001,F00036,ItemJ,A,43,2022-11-08,2022-11-06  12:00:00,Dr.Xu,10086
7,20221108212642,SM1,SM001,F00081,ItemU,B,39,2022-11-08,2022-11-06  12:00:00,Dr.Xu,10086
8,20221108212642,SM1,SM001,F00017,ItemE,B,48,2022-11-08,2022-11-06  12:00:00,Dr.Xu,10086
9,20221108212642,SM1,SM001,F00079,ItemT,D,46,2022-11-08,2022-11-06  12:00:00,Dr.Xu,10086
10,20221108212642,SM1,SM001,F00019,ItemE,D,35,2022-11-08,2022-11-06  12:00:00,Dr.Xu,10086
11,20221108212642,SM1,SM001,F00065,ItemQ,B,41,2022-11-08,2022-11-06  12:00:00,Dr.Xu,10086
12,20221108212642,SM1,SM001,F00008,ItemC,A,32,2022-11-08,2022-11-06  12:00:00,Dr.Xu,10086
13,20221108212642,SM1,SM001,F00064,ItemQ,A,38,2022-11-08,2022-11-06  12:00:00,Dr.Xu,10086
14,20221108212642,SM1,SM001,F00014,ItemD,C,41,2022-11-08,2022-11-06  12:00:00,Dr.Xu,10086
15,20221108212642,SM1,SM001,F00000,ItemA,A,37,2022-11-08,2022-11-06  12:00:00,Dr.Xu,10086
16,20221108212642,SM1,SM001,F00053,ItemN,B,44,2022-11-08,2022-11-06  12:00:00,Dr.Xu,10086
17,20221108212642,SM1,SM001,F00083,ItemU,D,40,2022-11-08,2022-11-06  12:00:00,Dr.Xu,10086
18,20221108212642,SM1,SM001,F00003,ItemA,D,39,2022-11-08,2022-11-06  12:00:00,Dr.Xu,10086
19,20221108212642,SM1,SM001,F00012,ItemD,A,28,2022-11-08,2022-11-06  12:00:00,Dr.Xu,10086
20,20221108212642,SM1,SM001,F00045,ItemL,B,33,2022-11-08,2022-11-06  12:00:00,Dr.Xu,10086
21,20221108212642,SM1,SM001,F00099,ItemY,D,36,2022-11-08,2022-11-06  12:00:00,Dr.Xu,10086
22,20221108212642,SM1,SM001,F00055,ItemN,D,42,2022-11-08,2022-11-06  12:00:00,Dr.Xu,10086
23,20221108212642,SM1,SM001,F00029,ItemH,B,44,2022-11-08,2022-11-06  12:00:00,Dr.Xu,10086
24,20221108212642,SM1,SM001,F00038,ItemJ,C,48,2022-11-08,2022-11-06  12:00:00,Dr.Xu,10086
25,20221108212642,SM1,SM001,F00056,ItemO,A,42,2022-11-08,2022-11-06  12:00:00,Dr.Xu,10086
26,20221108212642,SM1,SM001,F00007,ItemB,D,40,2022-11-08,2022-11-06  12:00:00,Dr.Xu,10086
27,20221108212642,SM1,SM001,F00084,ItemV,A,41,2022-11-08,2022-11-06  12:00:00,Dr.Xu,10086
28,20221108212642,SM1,SM001,F00015,ItemD,D,39,2022-11-08,2022-11-06  12:00:00,Dr.Xu,10086
29,20221108212642,SM1,SM001,F00021,ItemF,B,39,2022-11-08,2022-11-06  12:00:00,Dr.Xu,10086
30,20221108212642,SM1,SM001,F00082,ItemU,C,48,2022-11-08,2022-11-06  12:00:00,Dr.Xu,10086
