ID,OrderNumber,SupermarketName,SupermarketNumber,ItemNumber,ItemName,Specification,OrderAmount,OrderDate,EstDeliverDate,Contact,ContactNumber
1,20221108212641,SM1,SM001,F00087,ItemV,D,40,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
2,20221108212641,SM1,SM001,F00026,ItemG,C,38,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
3,20221108212641,SM1,SM001,F00034,ItemI,C,36,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
4,20221108212641,SM1,SM001,F00096,ItemY,A,39,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
5,20221108212641,SM1,SM001,F00070,ItemR,C,45,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
6,20221108212641,SM1,SM001,F00029,ItemH,B,35,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
7,20221108212641,SM1,SM001,F00037,ItemJ,B,32,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
8,20221108212641,SM1,SM001,F00089,ItemW,B,52,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
9,20221108212641,SM1,SM001,F00081,ItemU,B,28,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
10,20221108212641,SM1,SM001,F00043,ItemK,D,32,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
11,20221108212641,SM1,SM001,F00016,ItemE,A,38,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
12,20221108212641,SM1,SM001,F00091,ItemW,D,39,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
13,20221108212641,SM1,SM001,F00085,ItemV,B,40,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
14,20221108212641,SM1,SM001,F00094,ItemX,C,38,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
15,20221108212641,SM1,SM001,F00047,ItemL,D,39,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
16,20221108212641,SM1,SM001,F00006,ItemB,C,45,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
17,20221108212641,SM1,SM001,F00015,ItemD,D,35,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
18,20221108212641,SM1,SM001,F00051,ItemM,D,40,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
19,20221108212641,SM1,SM001,F00028,ItemH,A,39,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
20,20221108212641,SM1,SM001,F00005,ItemB,B,31,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
21,20221108212641,SM1,SM001,F00013,ItemD,B,30,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
22,20221108212641,SM1,SM001,F00010,ItemC,C,42,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
23,20221108212641,SM1,SM001,F00092,ItemX,A,39,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
24,20221108212641,SM1,SM001,F00077,ItemT,B,42,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
25,20221108212641,SM1,SM001,F00088,ItemW,A,39,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
26,20221108212641,SM1,SM001,F00068,ItemR,A,47,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
27,20221108212641,SM1,SM001,F00048,ItemM,A,40,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
28,20221108212641,SM1,SM001,F00009,ItemC,B,45,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
29,20221108212641,SM1,SM001,F00014,ItemD,C,43,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
30,20221108212641,SM1,SM001,F00045,ItemL,B,30,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
31,20221108212641,SM1,SM001,F00027,ItemG,D,32,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
32,20221108212641,SM1,SM001,F00044,ItemL,A,35,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
33,20221108212641,SM1,SM001,F00020,ItemF,A,39,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
34,20221108212641,SM1,SM001,F00069,ItemR,B,37,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
35,20221108212641,SM1,SM001,F00058,ItemO,C,45,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
36,20221108212641,SM1,SM001,F00050,ItemM,C,54,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
37,20221108212641,SM1,SM001,F00079,ItemT,D,37,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
38,20221108212641,SM1,SM001,F00055,ItemN,D,32,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
39,20221108212641,SM1,SM001,F00082,ItemU,C,43,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
40,20221108212641,SM1,SM001,F00084,ItemV,A,30,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
41,20221108212641,SM1,SM001,F00075,ItemS,D,40,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
42,20221108212641,SM1,SM001,F00008,ItemC,A,45,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
43,20221108212641,SM1,SM001,F00011,ItemC,D,37,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
44,20221108212641,SM1,SM001,F00052,ItemN,A,25,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
45,20221108212641,SM1,SM001,F00041,ItemK,B,38,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
46,20221108212641,SM1,SM001,F00061,ItemP,B,38,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
47,20221108212641,SM1,SM001,F00090,ItemW,C,39,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
48,20221108212641,SM1,SM001,F00021,ItemF,B,37,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
49,20221108212641,SM1,SM001,F00032,ItemI,A,36,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
50,20221108212641,SM1,SM001,F00025,ItemG,B,43,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
51,20221108212641,SM1,SM001,F00035,ItemI,D,39,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
52,20221108212641,SM1,SM001,F00098,ItemY,C,41,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
53,20221108212641,SM1,SM001,F00065,ItemQ,B,44,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
54,20221108212641,SM1,SM001,F00024,ItemG,A,39,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
55,20221108212641,SM1,SM001,F00071,ItemR,D,41,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
56,20221108212641,SM1,SM001,F00046,ItemL,C,34,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
57,20221108212641,SM1,SM001,F00040,ItemK,A,40,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
58,20221108212641,SM1,SM001,F00093,ItemX,B,43,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
59,20221108212641,SM1,SM001,F00053,ItemN,B,30,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
60,20221108212641,SM1,SM001,F00012,ItemD,A,43,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
61,20221108212641,SM1,SM001,F00064,ItemQ,A,42,2022-11-08,2022-11-06  11:00:00,Dr.Xu,10086
