ID,OrderNumber,SupermarketName,SupermarketNumber,ItemNumber,ItemName,Specification,OrderAmount,OrderDate,EstDeliverDate,Contact,ContactNumber
1,20221107212641,SM1,SM001,F00083,ItemU,D,40,2022-11-07,2022-11-06  09:00:00,Dr.Xu,10086
2,20221107212641,SM1,SM001,F00010,ItemC,C,41,2022-11-07,2022-11-06  09:00:00,Dr.Xu,10086
3,20221107212641,SM1,SM001,F00022,ItemF,C,43,2022-11-07,2022-11-06  09:00:00,Dr.Xu,10086
4,20221107212641,SM1,SM001,F00064,ItemQ,A,44,2022-11-07,2022-11-06  09:00:00,Dr.Xu,10086
5,20221107212641,SM1,SM001,F00066,ItemQ,C,32,2022-11-07,2022-11-06  09:00:00,Dr.Xu,10086
6,20221107212641,SM1,SM001,F00078,ItemT,C,40,2022-11-07,2022-11-06  09:00:00,Dr.Xu,10086
7,20221107212641,SM1,SM001,F00034,ItemI,C,37,2022-11-07,2022-11-06  09:00:00,Dr.Xu,10086
8,20221107212641,SM1,SM001,F00096,ItemY,A,44,2022-11-07,2022-11-06  09:00:00,Dr.Xu,10086
9,20221107212641,SM1,SM001,F00029,ItemH,B,42,2022-11-07,2022-11-06  09:00:00,Dr.Xu,10086
10,20221107212641,SM1,SM001,F00023,ItemF,D,44,2022-11-07,2022-11-06  09:00:00,Dr.Xu,10086
11,20221107212641,SM1,SM001,F00093,ItemX,B,44,2022-11-07,2022-11-06  09:00:00,Dr.Xu,10086
12,20221107212641,SM1,SM001,F00044,ItemL,A,39,2022-11-07,2022-11-06  09:00:00,Dr.Xu,10086
