ID,OrderNumber,SupermarketName,SupermarketNumber,ItemNumber,ItemName,Specification,OrderAmount,OrderDate,EstDeliverDate,Contact,ContactNumber
1,20221107210855,SM2,SM002,F00010,ItemC,C,41,2022-11-07,2022-11-07  07:00:00,Dr.Zhihong,10010
2,20221107210855,SM2,SM002,F00069,ItemR,B,39,2022-11-07,2022-11-07  07:00:00,Dr.Zhihong,10010
3,20221107210855,SM2,SM002,F00022,ItemF,C,34,2022-11-07,2022-11-07  07:00:00,Dr.Zhihong,10010
4,20221107210855,SM2,SM002,F00001,ItemA,B,42,2022-11-07,2022-11-07  07:00:00,Dr.Zhihong,10010
5,20221107210855,SM2,SM002,F00045,ItemL,B,37,2022-11-07,2022-11-07  07:00:00,Dr.Zhihong,10010
6,20221107210855,SM2,SM002,F00024,ItemG,A,36,2022-11-07,2022-11-07  07:00:00,Dr.Zhihong,10010
7,20221107210855,SM2,SM002,F00011,ItemC,D,40,2022-11-07,2022-11-07  07:00:00,Dr.Zhihong,10010
8,20221107210855,SM2,SM002,F00036,ItemJ,A,37,2022-11-07,2022-11-07  07:00:00,Dr.Zhihong,10010
9,20221107210855,SM2,SM002,F00020,ItemF,A,42,2022-11-07,2022-11-07  07:00:00,Dr.Zhihong,10010
10,20221107210855,SM2,SM002,F00000,ItemA,A,37,2022-11-07,2022-11-07  07:00:00,Dr.Zhihong,10010
11,20221107210855,SM2,SM002,F00049,ItemM,B,42,2022-11-07,2022-11-07  07:00:00,Dr.Zhihong,10010
12,20221107210855,SM2,SM002,F00019,ItemE,D,32,2022-11-07,2022-11-07  07:00:00,Dr.Zhihong,10010
13,20221107210855,SM2,SM002,F00090,ItemW,C,41,2022-11-07,2022-11-07  07:00:00,Dr.Zhihong,10010
14,20221107210855,SM2,SM002,F00072,ItemS,A,42,2022-11-07,2022-11-07  07:00:00,Dr.Zhihong,10010
15,20221107210855,SM2,SM002,F00098,ItemY,C,35,2022-11-07,2022-11-07  07:00:00,Dr.Zhihong,10010
16,20221107210855,SM2,SM002,F00026,ItemG,C,46,2022-11-07,2022-11-07  07:00:00,Dr.Zhihong,10010
17,20221107210855,SM2,SM002,F00023,ItemF,D,33,2022-11-07,2022-11-07  07:00:00,Dr.Zhihong,10010
18,20221107210855,SM2,SM002,F00071,ItemR,D,44,2022-11-07,2022-11-07  07:00:00,Dr.Zhihong,10010
19,20221107210855,SM2,SM002,F00081,ItemU,B,52,2022-11-07,2022-11-07  07:00:00,Dr.Zhihong,10010
20,20221107210855,SM2,SM002,F00084,ItemV,A,41,2022-11-07,2022-11-07  07:00:00,Dr.Zhihong,10010
21,20221107210855,SM2,SM002,F00044,ItemL,A,40,2022-11-07,2022-11-07  07:00:00,Dr.Zhihong,10010
22,20221107210855,SM2,SM002,F00057,ItemO,B,42,2022-11-07,2022-11-07  07:00:00,Dr.Zhihong,10010
23,20221107210855,SM2,SM002,F00083,ItemU,D,44,2022-11-07,2022-11-07  07:00:00,Dr.Zhihong,10010
24,20221107210855,SM2,SM002,F00012,ItemD,A,40,2022-11-07,2022-11-07  07:00:00,Dr.Zhihong,10010
25,20221107210855,SM2,SM002,F00089,ItemW,B,41,2022-11-07,2022-11-07  07:00:00,Dr.Zhihong,10010
26,20221107210855,SM2,SM002,F00063,ItemP,D,42,2022-11-07,2022-11-07  07:00:00,Dr.Zhihong,10010
27,20221107210855,SM2,SM002,F00064,ItemQ,A,37,2022-11-07,2022-11-07  07:00:00,Dr.Zhihong,10010
28,20221107210855,SM2,SM002,F00087,ItemV,D,42,2022-11-07,2022-11-07  07:00:00,Dr.Zhihong,10010
29,20221107210855,SM2,SM002,F00013,ItemD,B,39,2022-11-07,2022-11-07  07:00:00,Dr.Zhihong,10010
30,20221107210855,SM2,SM002,F00028,ItemH,A,39,2022-11-07,2022-11-07  07:00:00,Dr.Zhihong,10010
31,20221107210855,SM2,SM002,F00059,ItemO,D,33,2022-11-07,2022-11-07  07:00:00,Dr.Zhihong,10010
32,20221107210855,SM2,SM002,F00029,ItemH,B,35,2022-11-07,2022-11-07  07:00:00,Dr.Zhihong,10010
33,20221107210855,SM2,SM002,F00082,ItemU,C,40,2022-11-07,2022-11-07  07:00:00,Dr.Zhihong,10010
34,20221107210855,SM2,SM002,F00018,ItemE,C,40,2022-11-07,2022-11-07  07:00:00,Dr.Zhihong,10010
35,20221107210855,SM2,SM002,F00075,ItemS,D,43,2022-11-07,2022-11-07  07:00:00,Dr.Zhihong,10010
36,20221107210855,SM2,SM002,F00016,ItemE,A,42,2022-11-07,2022-11-07  07:00:00,Dr.Zhihong,10010
37,20221107210855,SM2,SM002,F00065,ItemQ,B,39,2022-11-07,2022-11-07  07:00:00,Dr.Zhihong,10010
38,20221107210855,SM2,SM002,F00080,ItemU,A,50,2022-11-07,2022-11-07  07:00:00,Dr.Zhihong,10010
39,20221107210855,SM2,SM002,F00025,ItemG,B,44,2022-11-07,2022-11-07  07:00:00,Dr.Zhihong,10010
40,20221107210855,SM2,SM002,F00008,ItemC,A,30,2022-11-07,2022-11-07  07:00:00,Dr.Zhihong,10010
41,20221107210855,SM2,SM002,F00066,ItemQ,C,36,2022-11-07,2022-11-07  07:00:00,Dr.Zhihong,10010
42,20221107210855,SM2,SM002,F00002,ItemA,C,49,2022-11-07,2022-11-07  07:00:00,Dr.Zhihong,10010
43,20221107210855,SM2,SM002,F00027,ItemG,D,39,2022-11-07,2022-11-07  07:00:00,Dr.Zhihong,10010
44,20221107210855,SM2,SM002,F00009,ItemC,B,39,2022-11-07,2022-11-07  07:00:00,Dr.Zhihong,10010
45,20221107210855,SM2,SM002,F00032,ItemI,A,42,2022-11-07,2022-11-07  07:00:00,Dr.Zhihong,10010
