ID,OrderNumber,SupermarketName,SupermarketNumber,ItemNumber,ItemName,Specification,OrderAmount,OrderDate,EstDeliverDate,Contact,ContactNumber
1,20221107212640,SM1,SM001,F00057,ItemO,B,40,2022-11-07,2022-11-06  13:00:00,Dr.Xu,10086
2,20221107212640,SM1,SM001,F00005,ItemB,B,43,2022-11-07,2022-11-06  13:00:00,Dr.Xu,10086
3,20221107212640,SM1,SM001,F00022,ItemF,C,43,2022-11-07,2022-11-06  13:00:00,Dr.Xu,10086
4,20221107212640,SM1,SM001,F00004,ItemB,A,48,2022-11-07,2022-11-06  13:00:00,Dr.Xu,10086
5,20221107212640,SM1,SM001,F00026,ItemG,C,42,2022-11-07,2022-11-06  13:00:00,Dr.Xu,10086
6,20221107212640,SM1,SM001,F00023,ItemF,D,43,2022-11-07,2022-11-06  13:00:00,Dr.Xu,10086
7,20221107212640,SM1,SM001,F00072,ItemS,A,40,2022-11-07,2022-11-06  13:00:00,Dr.Xu,10086
8,20221107212640,SM1,SM001,F00050,ItemM,C,32,2022-11-07,2022-11-06  13:00:00,Dr.Xu,10086
9,20221107212640,SM1,SM001,F00061,ItemP,B,32,2022-11-07,2022-11-06  13:00:00,Dr.Xu,10086
10,20221107212640,SM1,SM001,F00060,ItemP,A,43,2022-11-07,2022-11-06  13:00:00,Dr.Xu,10086
11,20221107212640,SM1,SM001,F00051,ItemM,D,37,2022-11-07,2022-11-06  13:00:00,Dr.Xu,10086
12,20221107212640,SM1,SM001,F00009,ItemC,B,34,2022-11-07,2022-11-06  13:00:00,Dr.Xu,10086
13,20221107212640,SM1,SM001,F00070,ItemR,C,41,2022-11-07,2022-11-06  13:00:00,Dr.Xu,10086
14,20221107212640,SM1,SM001,F00094,ItemX,C,45,2022-11-07,2022-11-06  13:00:00,Dr.Xu,10086
15,20221107212640,SM1,SM001,F00066,ItemQ,C,43,2022-11-07,2022-11-06  13:00:00,Dr.Xu,10086
16,20221107212640,SM1,SM001,F00035,ItemI,D,41,2022-11-07,2022-11-06  13:00:00,Dr.Xu,10086
17,20221107212640,SM1,SM001,F00084,ItemV,A,35,2022-11-07,2022-11-06  13:00:00,Dr.Xu,10086
18,20221107212640,SM1,SM001,F00027,ItemG,D,36,2022-11-07,2022-11-06  13:00:00,Dr.Xu,10086
19,20221107212640,SM1,SM001,F00000,ItemA,A,41,2022-11-07,2022-11-06  13:00:00,Dr.Xu,10086
20,20221107212640,SM1,SM001,F00062,ItemP,C,41,2022-11-07,2022-11-06  13:00:00,Dr.Xu,10086
21,20221107212640,SM1,SM001,F00021,ItemF,B,38,2022-11-07,2022-11-06  13:00:00,Dr.Xu,10086
22,20221107212640,SM1,SM001,F00076,ItemT,A,35,2022-11-07,2022-11-06  13:00:00,Dr.Xu,10086
23,20221107212640,SM1,SM001,F00042,ItemK,C,42,2022-11-07,2022-11-06  13:00:00,Dr.Xu,10086
24,20221107212640,SM1,SM001,F00067,ItemQ,D,34,2022-11-07,2022-11-06  13:00:00,Dr.Xu,10086
25,20221107212640,SM1,SM001,F00064,ItemQ,A,27,2022-11-07,2022-11-06  13:00:00,Dr.Xu,10086
26,20221107212640,SM1,SM001,F00065,ItemQ,B,32,2022-11-07,2022-11-06  13:00:00,Dr.Xu,10086
27,20221107212640,SM1,SM001,F00091,ItemW,D,34,2022-11-07,2022-11-06  13:00:00,Dr.Xu,10086
28,20221107212640,SM1,SM001,F00045,ItemL,B,37,2022-11-07,2022-11-06  13:00:00,Dr.Xu,10086
29,20221107212640,SM1,SM001,F00013,ItemD,B,40,2022-11-07,2022-11-06  13:00:00,Dr.Xu,10086
30,20221107212640,SM1,SM001,F00071,ItemR,D,43,2022-11-07,2022-11-06  13:00:00,Dr.Xu,10086
31,20221107212640,SM1,SM001,F00088,ItemW,A,27,2022-11-07,2022-11-06  13:00:00,Dr.Xu,10086
32,20221107212640,SM1,SM001,F00049,ItemM,B,38,2022-11-07,2022-11-06  13:00:00,Dr.Xu,10086
33,20221107212640,SM1,SM001,F00003,ItemA,D,40,2022-11-07,2022-11-06  13:00:00,Dr.Xu,10086
34,20221107212640,SM1,SM001,F00052,ItemN,A,29,2022-11-07,2022-11-06  13:00:00,Dr.Xu,10086
