ID,OrderNumber,SupermarketName,SupermarketNumber,ItemNumber,ItemName,Specification,OrderAmount,OrderDate,EstDeliverDate,Contact,ContactNumber
1,20221107212642,SM2,SM002,F00012,ItemD,A,39,2022-11-07,2022-11-06  10:00:00,Dr.Zhihong,10010
2,20221107212642,SM2,SM002,F00046,ItemL,C,35,2022-11-07,2022-11-06  10:00:00,Dr.Zhihong,10010
3,20221107212642,SM2,SM002,F00030,ItemH,C,35,2022-11-07,2022-11-06  10:00:00,Dr.Zhihong,10010
4,20221107212642,SM2,SM002,F00027,ItemG,D,48,2022-11-07,2022-11-06  10:00:00,Dr.Zhihong,10010
5,20221107212642,SM2,SM002,F00080,ItemU,A,40,2022-11-07,2022-11-06  10:00:00,Dr.Zhihong,10010
6,20221107212642,SM2,SM002,F00008,ItemC,A,42,2022-11-07,2022-11-06  10:00:00,Dr.Zhihong,10010
7,20221107212642,SM2,SM002,F00042,ItemK,C,46,2022-11-07,2022-11-06  10:00:00,Dr.Zhihong,10010
8,20221107212642,SM2,SM002,F00049,ItemM,B,39,2022-11-07,2022-11-06  10:00:00,Dr.Zhihong,10010
9,20221107212642,SM2,SM002,F00087,ItemV,D,44,2022-11-07,2022-11-06  10:00:00,Dr.Zhihong,10010
10,20221107212642,SM2,SM002,F00078,ItemT,C,39,2022-11-07,2022-11-06  10:00:00,Dr.Zhihong,10010
11,20221107212642,SM2,SM002,F00098,ItemY,C,35,2022-11-07,2022-11-06  10:00:00,Dr.Zhihong,10010
12,20221107212642,SM2,SM002,F00055,ItemN,D,46,2022-11-07,2022-11-06  10:00:00,Dr.Zhihong,10010
13,20221107212642,SM2,SM002,F00099,ItemY,D,39,2022-11-07,2022-11-06  10:00:00,Dr.Zhihong,10010
14,20221107212642,SM2,SM002,F00036,ItemJ,A,40,2022-11-07,2022-11-06  10:00:00,Dr.Zhihong,10010
15,20221107212642,SM2,SM002,F00050,ItemM,C,37,2022-11-07,2022-11-06  10:00:00,Dr.Zhihong,10010
