ID,OrderNumber,SupermarketName,SupermarketNumber,ItemNumber,ItemName,Specification,OrderAmount,OrderDate,EstDeliverDate,Contact,ContactNumber
1,20221106210853,SM2,SM002,F00013,ItemD,B,37,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
2,20221106210853,SM2,SM002,F00008,ItemC,A,39,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
3,20221106210853,SM2,SM002,F00035,ItemI,D,39,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
4,20221106210853,SM2,SM002,F00025,ItemG,B,37,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
5,20221106210853,SM2,SM002,F00068,ItemR,A,31,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
6,20221106210853,SM2,SM002,F00076,ItemT,A,44,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
7,20221106210853,SM2,SM002,F00029,ItemH,B,48,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
8,20221106210853,SM2,SM002,F00007,ItemB,D,40,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
9,20221106210853,SM2,SM002,F00031,ItemH,D,39,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
10,20221106210853,SM2,SM002,F00000,ItemA,A,37,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
11,20221106210853,SM2,SM002,F00069,ItemR,B,30,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
12,20221106210853,SM2,SM002,F00056,ItemO,A,46,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
13,20221106210853,SM2,SM002,F00074,ItemS,C,52,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
14,20221106210853,SM2,SM002,F00016,ItemE,A,42,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
15,20221106210853,SM2,SM002,F00009,ItemC,B,41,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
16,20221106210853,SM2,SM002,F00088,ItemW,A,28,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
17,20221106210853,SM2,SM002,F00075,ItemS,D,38,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
18,20221106210853,SM2,SM002,F00082,ItemU,C,42,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
19,20221106210853,SM2,SM002,F00006,ItemB,C,42,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
20,20221106210853,SM2,SM002,F00036,ItemJ,A,36,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
21,20221106210853,SM2,SM002,F00073,ItemS,B,46,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
22,20221106210853,SM2,SM002,F00027,ItemG,D,37,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
23,20221106210853,SM2,SM002,F00041,ItemK,B,41,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
24,20221106210853,SM2,SM002,F00099,ItemY,D,41,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
25,20221106210853,SM2,SM002,F00095,ItemX,D,40,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
26,20221106210853,SM2,SM002,F00052,ItemN,A,35,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
27,20221106210853,SM2,SM002,F00049,ItemM,B,30,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
28,20221106210853,SM2,SM002,F00047,ItemL,D,28,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
29,20221106210853,SM2,SM002,F00015,ItemD,D,46,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
30,20221106210853,SM2,SM002,F00034,ItemI,C,41,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
31,20221106210853,SM2,SM002,F00077,ItemT,B,41,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
32,20221106210853,SM2,SM002,F00012,ItemD,A,39,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
33,20221106210853,SM2,SM002,F00091,ItemW,D,30,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
34,20221106210853,SM2,SM002,F00089,ItemW,B,29,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
35,20221106210853,SM2,SM002,F00072,ItemS,A,30,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
36,20221106210853,SM2,SM002,F00059,ItemO,D,39,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
37,20221106210853,SM2,SM002,F00086,ItemV,C,47,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
38,20221106210853,SM2,SM002,F00070,ItemR,C,37,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
39,20221106210853,SM2,SM002,F00055,ItemN,D,39,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
40,20221106210853,SM2,SM002,F00010,ItemC,C,38,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
41,20221106210853,SM2,SM002,F00054,ItemN,C,47,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
42,20221106210853,SM2,SM002,F00051,ItemM,D,39,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
43,20221106210853,SM2,SM002,F00003,ItemA,D,40,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
44,20221106210853,SM2,SM002,F00014,ItemD,C,31,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
45,20221106210853,SM2,SM002,F00038,ItemJ,C,31,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
46,20221106210853,SM2,SM002,F00097,ItemY,B,42,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
47,20221106210853,SM2,SM002,F00079,ItemT,D,37,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
48,20221106210853,SM2,SM002,F00023,ItemF,D,37,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
49,20221106210853,SM2,SM002,F00004,ItemB,A,35,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
50,20221106210853,SM2,SM002,F00062,ItemP,C,43,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
51,20221106210853,SM2,SM002,F00048,ItemM,A,38,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
52,20221106210853,SM2,SM002,F00096,ItemY,A,39,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
53,20221106210853,SM2,SM002,F00042,ItemK,C,33,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
54,20221106210853,SM2,SM002,F00001,ItemA,B,38,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
55,20221106210853,SM2,SM002,F00067,ItemQ,D,34,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
56,20221106210853,SM2,SM002,F00030,ItemH,C,44,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
57,20221106210853,SM2,SM002,F00066,ItemQ,C,43,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
58,20221106210853,SM2,SM002,F00039,ItemJ,D,44,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
59,20221106210853,SM2,SM002,F00005,ItemB,B,37,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
60,20221106210853,SM2,SM002,F00050,ItemM,C,41,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
61,20221106210853,SM2,SM002,F00043,ItemK,D,43,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
62,20221106210853,SM2,SM002,F00060,ItemP,A,40,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
63,20221106210853,SM2,SM002,F00098,ItemY,C,35,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
64,20221106210853,SM2,SM002,F00024,ItemG,A,47,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
65,20221106210853,SM2,SM002,F00081,ItemU,B,36,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
66,20221106210853,SM2,SM002,F00085,ItemV,B,28,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
67,20221106210853,SM2,SM002,F00061,ItemP,B,38,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
68,20221106210853,SM2,SM002,F00080,ItemU,A,48,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
69,20221106210853,SM2,SM002,F00032,ItemI,A,40,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
70,20221106210853,SM2,SM002,F00058,ItemO,C,30,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
71,20221106210853,SM2,SM002,F00011,ItemC,D,42,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
72,20221106210853,SM2,SM002,F00087,ItemV,D,45,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
73,20221106210853,SM2,SM002,F00084,ItemV,A,32,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
74,20221106210853,SM2,SM002,F00083,ItemU,D,38,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
75,20221106210853,SM2,SM002,F00044,ItemL,A,42,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
76,20221106210853,SM2,SM002,F00018,ItemE,C,36,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
77,20221106210853,SM2,SM002,F00028,ItemH,A,39,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
78,20221106210853,SM2,SM002,F00020,ItemF,A,39,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
79,20221106210853,SM2,SM002,F00078,ItemT,C,37,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
80,20221106210853,SM2,SM002,F00040,ItemK,A,43,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
81,20221106210853,SM2,SM002,F00064,ItemQ,A,36,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
82,20221106210853,SM2,SM002,F00046,ItemL,C,31,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
83,20221106210853,SM2,SM002,F00045,ItemL,B,37,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
84,20221106210853,SM2,SM002,F00071,ItemR,D,45,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
85,20221106210853,SM2,SM002,F00063,ItemP,D,31,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
86,20221106210853,SM2,SM002,F00093,ItemX,B,39,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
87,20221106210853,SM2,SM002,F00057,ItemO,B,37,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
88,20221106210853,SM2,SM002,F00053,ItemN,B,39,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
89,20221106210853,SM2,SM002,F00037,ItemJ,B,42,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
90,20221106210853,SM2,SM002,F00033,ItemI,B,37,2022-11-06,2022-11-07  07:00:00,Dr.Zhihong,10010
