ID,OrderNumber,SupermarketName,SupermarketNumber,ItemNumber,ItemName,Specification,OrderAmount,OrderDate,EstDeliverDate,Contact,ContactNumber
1,20221106212641,SM2,SM002,F00068,ItemR,A,44,2022-11-06,2022-11-06  09:00:00,Dr.Zhihong,10010
2,20221106212641,SM2,SM002,F00089,ItemW,B,36,2022-11-06,2022-11-06  09:00:00,Dr.Zhihong,10010
3,20221106212641,SM2,SM002,F00070,ItemR,C,43,2022-11-06,2022-11-06  09:00:00,Dr.Zhihong,10010
4,20221106212641,SM2,SM002,F00082,ItemU,C,39,2022-11-06,2022-11-06  09:00:00,Dr.Zhihong,10010
5,20221106212641,SM2,SM002,F00090,ItemW,C,46,2022-11-06,2022-11-06  09:00:00,Dr.Zhihong,10010
6,20221106212641,SM2,SM002,F00005,ItemB,B,43,2022-11-06,2022-11-06  09:00:00,Dr.Zhihong,10010
7,20221106212641,SM2,SM002,F00024,ItemG,A,41,2022-11-06,2022-11-06  09:00:00,Dr.Zhihong,10010
8,20221106212641,SM2,SM002,F00088,ItemW,A,38,2022-11-06,2022-11-06  09:00:00,Dr.Zhihong,10010
9,20221106212641,SM2,SM002,F00084,ItemV,A,45,2022-11-06,2022-11-06  09:00:00,Dr.Zhihong,10010
10,20221106212641,SM2,SM002,F00047,ItemL,D,38,2022-11-06,2022-11-06  09:00:00,Dr.Zhihong,10010
11,20221106212641,SM2,SM002,F00040,ItemK,A,41,2022-11-06,2022-11-06  09:00:00,Dr.Zhihong,10010
12,20221106212641,SM2,SM002,F00014,ItemD,C,39,2022-11-06,2022-11-06  09:00:00,Dr.Zhihong,10010
13,20221106212641,SM2,SM002,F00069,ItemR,B,45,2022-11-06,2022-11-06  09:00:00,Dr.Zhihong,10010
14,20221106212641,SM2,SM002,F00034,ItemI,C,40,2022-11-06,2022-11-06  09:00:00,Dr.Zhihong,10010
15,20221106212641,SM2,SM002,F00029,ItemH,B,34,2022-11-06,2022-11-06  09:00:00,Dr.Zhihong,10010
16,20221106212641,SM2,SM002,F00032,ItemI,A,42,2022-11-06,2022-11-06  09:00:00,Dr.Zhihong,10010
