ID,OrderNumber,SupermarketName,SupermarketNumber,ItemNumber,ItemName,Specification,OrderAmount,OrderDate,EstDeliverDate,Contact,ContactNumber
1,20221106210855,SM1,SM001,F00078,ItemT,C,35,2022-11-06,2022-11-07  09:00:00,Dr.Xu,10086
2,20221106210855,SM1,SM001,F00030,ItemH,C,44,2022-11-06,2022-11-07  09:00:00,Dr.Xu,10086
3,20221106210855,SM1,SM001,F00093,ItemX,B,31,2022-11-06,2022-11-07  09:00:00,Dr.Xu,10086
4,20221106210855,SM1,SM001,F00009,ItemC,B,41,2022-11-06,2022-11-07  09:00:00,Dr.Xu,10086
5,20221106210855,SM1,SM001,F00034,ItemI,C,35,2022-11-06,2022-11-07  09:00:00,Dr.Xu,10086
6,20221106210855,SM1,SM001,F00032,ItemI,A,40,2022-11-06,2022-11-07  09:00:00,Dr.Xu,10086
7,20221106210855,SM1,SM001,F00002,ItemA,C,34,2022-11-06,2022-11-07  09:00:00,Dr.Xu,10086
8,20221106210855,SM1,SM001,F00051,ItemM,D,40,2022-11-06,2022-11-07  09:00:00,Dr.Xu,10086
9,20221106210855,SM1,SM001,F00090,ItemW,C,39,2022-11-06,2022-11-07  09:00:00,Dr.Xu,10086
10,20221106210855,SM1,SM001,F00066,ItemQ,C,42,2022-11-06,2022-11-07  09:00:00,Dr.Xu,10086
